gene_symbol,action_family,n_full,n_strict,pruned
FNBP4,modifies,1,1,0
FNBP4,other,6,,6
FNDC1,activates,21,19,2
FNDC1,inhibits,8,8,0
FNDC1,modifies,2,2,0
FNDC1,other,1,,1
FNDC10,activates,5,5,0
FNDC10,inhibits,14,14,0
FNDC10,other,4,,4
FNDC11,activates,10,10,0
FNDC11,binds,1,1,0
FNDC11,inhibits,19,19,0
FNDC11,modifies,1,1,0
FNDC11,other,2,,2
FNDC3A,activates,18,18,0
FNDC3A,binds,1,1,0
FNDC3A,inhibits,29,29,0
FNDC3A,modifies,4,4,0
FNDC3A,other,5,,5
FNDC3B,activates,31,31,0
FNDC3B,binds,1,1,0
FNDC3B,inhibits,24,24,0
FNDC3B,modifies,2,2,0
FNDC3B,other,7,,7
FNDC4,activates,43,43,0
FNDC4,inhibits,18,18,0
FNDC4,modifies,1,1,0
FNDC4,other,4,,4
FNDC5,activates,24,22,2
FNDC5,inhibits,29,29,0
FNDC5,modifies,1,1,0
FNDC5,other,5,,5
FNDC7,activates,11,9,2
FNDC7,inhibits,2,2,0
FNDC7,modifies,1,1,0
FNDC7,other,1,,1
FNDC8,activates,2,2,0
FNDC8,inhibits,4,4,0
FNDC8,modifies,1,1,0
FNDC8,other,1,,1
FNDC9,activates,6,6,0
FNDC9,inhibits,2,2,0
FNIP1,activates,47,47,0
FNIP1,inhibits,16,16,0
FNIP1,other,6,,6
FNIP2,activates,28,28,0
FNIP2,inhibits,24,24,0
FNIP2,other,2,,2
FNTA,activates,37,35,2
FNTA,inhibits,12,12,0
FNTA,modifies,3,3,0
FNTA,other,5,,5
FNTAP2,activates,1,1,0
FNTB,activates,13,13,0
FNTB,inhibits,16,16,0
FNTB,other,4,,4
FOCAD,activates,4,4,0
FOCAD,inhibits,26,26,0
FOCAD,other,3,,3
FOCAD-AS1,activates,1,1,0
FOCAD-AS1,inhibits,1,1,0
FOLH1,activates,15,15,0
FOLH1,binds,1,1,0
FOLH1,inhibits,31,31,0
FOLH1,modifies,2,,2
FOLH1,other,2,,2
FOLH1B,activates,3,3,0
FOLH1B,inhibits,17,17,0
FOLH1B,modifies,1,1,0
FOLR1,activates,37,37,0
FOLR1,binds,2,2,0
FOLR1,inhibits,48,48,0
FOLR1,modifies,1,1,0
FOLR1,other,6,,6
FOLR2,activates,14,14,0
FOLR2,binds,1,1,0
FOLR2,inhibits,15,15,0
FOLR2,other,2,,2
FOLR3,activates,13,13,0
FOLR3,other,4,,4
FOS,activates,425,416,9
FOS,binds,1,1,0
FOS,inhibits,310,310,0
FOS,modifies,10,10,0
FOS,other,44,,44
FOSB,activates,100,98,2
FOSB,inhibits,30,30,0
FOSB,modifies,1,1,0
FOSB,other,9,,9
FOSL1,activates,178,176,2
FOSL1,binds,1,1,0
FOSL1,inhibits,57,57,0
FOSL1,modifies,2,2,0
FOSL1,other,12,,12
FOSL1P1,activates,5,3,2
FOSL2,activates,84,84,0
FOSL2,inhibits,44,44,0
FOSL2,modifies,1,1,0
FOSL2,other,8,,8
FOSL2-AS1,inhibits,1,1,0
FOXA1,activates,44,44,0
FOXA1,inhibits,75,75,0
FOXA1,modifies,4,4,0
FOXA1,other,10,,10
FOXA2,activates,25,25,0
FOXA2,inhibits,38,38,0
FOXA2,modifies,1,1,0
FOXA2,other,4,,4
FOXA3,activates,10,10,0
FOXA3,inhibits,14,14,0
FOXA3,other,7,,7
FOXB1,activates,18,18,0
FOXB1,inhibits,7,5,2
FOXB1,other,1,,1
FOXB2,activates,2,2,0
FOXB2,inhibits,2,2,0
FOXB2,modifies,1,1,0
FOXC1,activates,56,56,0
FOXC1,inhibits,15,15,0
FOXC1,other,11,,11
FOXC2,activates,26,26,0
FOXC2,inhibits,32,32,0
FOXC2,modifies,1,1,0
FOXC2,other,1,,1
FOXC2-AS1,inhibits,3,3,0
FOXCUT,inhibits,1,1,0
FOXD1,activates,40,40,0
FOXD1,inhibits,13,13,0
FOXD1,other,4,,4
FOXD2,activates,8,8,0
FOXD2,inhibits,15,15,0
FOXD2,other,6,,6
FOXD2-AS1,activates,6,6,0
FOXD2-AS1,inhibits,6,6,0
FOXD3,activates,25,25,0
FOXD3,inhibits,14,14,0
FOXD3,modifies,1,1,0
FOXD3,other,3,,3
FOXD3-AS1,activates,5,5,0
FOXD3-AS1,inhibits,1,1,0
FOXD4,activates,12,12,0
FOXD4,inhibits,9,9,0
FOXD4,other,1,,1
FOXD4L1,activates,4,4,0
FOXD4L1,inhibits,3,3,0
FOXD4L1,other,1,,1
FOXD4L3,activates,5,5,0
FOXD4L3,inhibits,3,3,0
FOXD4L4,activates,4,4,0
FOXD4L4,inhibits,1,1,0
FOXD4L5,activates,1,1,0
FOXD4L5,inhibits,3,3,0
FOXD4L6,inhibits,3,3,0
FOXE1,activates,8,6,2
FOXE1,inhibits,9,9,0
FOXE1,modifies,1,1,0
FOXE3,activates,6,6,0
FOXE3,inhibits,4,4,0
FOXE3,other,2,,2
FOXF1,activates,19,19,0
FOXF1,inhibits,14,14,0
FOXF1,modifies,1,1,0
FOXF1,other,2,,2
FOXF2,activates,33,33,0
FOXF2,inhibits,18,18,0
FOXF2,modifies,1,1,0
FOXF2,other,6,,6
FOXF2-AS1,activates,1,1,0
FOXG1,activates,23,21,2
FOXG1,inhibits,36,36,0
FOXG1,modifies,1,1,0
FOXG1,other,2,,2
FOXG1-AS1,activates,1,1,0
FOXH1,activates,15,15,0
FOXH1,inhibits,11,11,0
FOXH1,modifies,1,1,0
FOXH1,other,2,,2
FOXI1,activates,8,8,0
FOXI1,inhibits,8,8,0
FOXI1,modifies,1,1,0
FOXI2,activates,3,3,0
FOXI2,inhibits,8,8,0
FOXI2,modifies,2,2,0
FOXI2,other,3,,3
FOXI3,activates,3,3,0
FOXI3,inhibits,1,1,0
FOXI3,modifies,1,1,0
FOXJ1,activates,23,23,0
FOXJ1,inhibits,28,28,0
FOXJ1,modifies,1,1,0
FOXJ1,other,3,,3
FOXJ2,activates,13,13,0
FOXJ2,inhibits,21,21,0
FOXJ2,other,2,,2
FOXJ3,activates,14,12,2
FOXJ3,inhibits,15,15,0
FOXJ3,modifies,1,1,0
FOXJ3,other,5,,5
FOXK1,activates,20,20,0
FOXK1,inhibits,30,30,0
FOXK1,modifies,4,4,0
FOXK1,other,2,,2
FOXK2,activates,20,20,0
FOXK2,inhibits,11,11,0
FOXK2,modifies,5,5,0
FOXK2,other,5,,5
FOXL1,activates,12,12,0
FOXL1,inhibits,10,10,0
FOXL1,other,1,,1
FOXL2,activates,23,23,0
FOXL2,inhibits,13,13,0
FOXL2,modifies,1,1,0
FOXL2,other,1,,1
FOXL2NB,activates,7,7,0
FOXL2NB,inhibits,6,6,0
FOXL3-OT1,activates,1,1,0
FOXL3-OT1,inhibits,1,1,0
FOXM1,activates,64,64,0
FOXM1,inhibits,125,125,0
FOXM1,modifies,3,3,0
FOXM1,other,8,,8
FOXN1,activates,7,7,0
FOXN1,inhibits,10,10,0
FOXN1,other,1,,1
FOXN2,activates,16,16,0
FOXN2,inhibits,10,10,0
FOXN2,other,2,,2
FOXN3,activates,25,25,0
FOXN3,inhibits,37,37,0
FOXN3,modifies,5,5,0
FOXN3,other,9,,9
FOXN3-AS1,activates,11,11,0
FOXN3-AS1,inhibits,4,4,0
FOXN3-AS1,other,1,,1
FOXN3-AS2,activates,1,1,0
FOXN3-AS2,inhibits,1,1,0
FOXN3-AS2,modifies,1,1,0
FOXN4,activates,13,13,0
FOXN4,inhibits,16,16,0
FOXN4,modifies,1,1,0
FOXN4,other,2,,2
FOXO1,activates,132,132,0
FOXO1,inhibits,157,157,0
FOXO1,modifies,19,16,3
FOXO1,other,15,,15
FOXO3,activates,154,147,7
FOXO3,inhibits,197,197,0
FOXO3,modifies,23,20,3
FOXO3,other,15,,15
FOXO3B,activates,3,3,0
FOXO3B,inhibits,2,2,0
FOXO4,activates,43,41,2
FOXO4,inhibits,37,37,0
FOXO4,modifies,2,2,0
FOXO4,other,7,,7
FOXO6,activates,7,7,0
FOXO6,inhibits,15,15,0
FOXO6,modifies,1,1,0
FOXO6-AS1,activates,1,1,0
FOXO6-AS1,inhibits,1,1,0
FOXP1,activates,38,38,0
FOXP1,inhibits,47,47,0
FOXP1,modifies,3,3,0
FOXP1,other,4,,4
FOXP1-DT,inhibits,1,1,0
FOXP1-IT1,activates,1,1,0
FOXP1-IT1,other,1,,1
FOXP2,activates,21,21,0
FOXP2,inhibits,30,30,0
FOXP2,modifies,2,2,0
FOXP2,other,4,,4
FOXP3,activates,44,44,0
FOXP3,inhibits,38,38,0
FOXP3,modifies,1,1,0
FOXP3,other,2,,2
FOXP4,activates,17,17,0
FOXP4,inhibits,15,15,0
FOXP4,modifies,2,2,0
FOXP4,other,2,,2
FOXP4-AS1,activates,4,2,2
FOXP4-AS1,inhibits,5,5,0
FOXQ1,activates,30,30,0
FOXQ1,inhibits,24,24,0
FOXQ1,other,7,,7
FOXR1,activates,1,1,0
FOXR1,inhibits,3,3,0
FOXR1,modifies,1,1,0
FOXRED1,activates,8,8,0
FOXRED1,inhibits,21,21,0
FOXRED1,modifies,1,1,0
FOXRED1,other,4,,4
FOXRED2,activates,17,17,0
FOXRED2,inhibits,20,20,0
FOXRED2,modifies,1,1,0
FOXRED2,other,4,,4
FOXS1,activates,12,12,0
FOXS1,inhibits,6,6,0
FOXS1,modifies,1,1,0
FPGS,activates,22,22,0
FPGS,inhibits,19,19,0
FPGS,other,2,,2
FPGT,activates,9,9,0
FPGT,inhibits,18,18,0
FPGT,other,4,,4
FPGT-TNNI3K,activates,4,4,0
FPGT-TNNI3K,inhibits,7,7,0
FPR1,activates,27,25,2
FPR1,inhibits,23,23,0
FPR1,modifies,1,1,0
FPR1,other,2,,2
FPR2,activates,15,15,0
FPR2,binds,1,1,0
FPR2,inhibits,9,9,0
FPR2,modifies,1,1,0
FPR2,other,3,,3
FPR3,activates,9,7,2
FPR3,inhibits,6,6,0
FRA10AC1,activates,15,15,0
FRA10AC1,binds,1,1,0
FRA10AC1,inhibits,12,12,0
FRA10AC1,other,1,,1
FRAS1,activates,28,28,0
FRAS1,inhibits,24,24,0
FRAS1,modifies,3,3,0
FRAS1,other,6,,6
FRAT1,activates,15,13,2
FRAT1,inhibits,31,31,0
FRAT1,other,3,,3
FRAT2,activates,14,12,2
FRAT2,inhibits,17,17,0
FRAT2,modifies,1,1,0
FRAT2,other,3,,3
FREM1,activates,24,24,0
FREM1,inhibits,22,22,0
FREM1,modifies,1,1,0
FREM1,other,4,,4
FREM2,activates,16,16,0
FREM2,inhibits,24,24,0
FREM2,other,2,,2
FREM3,activates,1,1,0
FREM3,inhibits,4,4,0
FREM3,modifies,1,1,0
FREY1,activates,5,5,0
FREY1,inhibits,3,3,0
FREY1,modifies,1,1,0
FRG1,activates,12,10,2
FRG1,binds,1,1,0
FRG1,inhibits,12,12,0
FRG1,other,3,,3
FRG1BP,activates,5,5,0
FRG1BP,inhibits,4,4,0
FRG1CP,inhibits,5,5,0
FRG1-DT,activates,6,6,0
FRG1-DT,inhibits,1,1,0
FRG1HP,activates,1,1,0
FRG1HP,inhibits,4,4,0
FRG1JP,activates,3,3,0
FRG1JP,inhibits,4,4,0
FRG2,activates,13,11,2
FRG2,inhibits,4,4,0
FRG2B,activates,9,9,0
FRG2B,inhibits,2,2,0
FRG2B,modifies,1,1,0
FRG2C,activates,11,11,0
FRG2C,inhibits,2,2,0
FRG2DP,inhibits,1,1,0
FRG2DP,modifies,1,1,0
FRG2EP,activates,4,4,0
FRG2FP,activates,1,1,0
FRK,activates,16,16,0
FRK,binds,1,1,0
FRK,inhibits,23,23,0
FRK,modifies,1,1,0
FRK,other,2,,2
FRMD1,activates,10,8,2
FRMD1,inhibits,5,5,0
FRMD1,modifies,1,1,0
FRMD3,activates,28,28,0
FRMD3,inhibits,34,34,0
FRMD3,other,2,,2
FRMD3-AS1,activates,1,1,0
FRMD4A,activates,22,22,0
FRMD4A,inhibits,35,35,0
FRMD4A,modifies,7,7,0
FRMD4A,other,6,,6
FRMD4B,activates,12,12,0
FRMD4B,inhibits,24,24,0
FRMD4B,modifies,3,3,0
FRMD4B,other,1,,1
FRMD5,activates,23,23,0
FRMD5,inhibits,27,27,0
FRMD5,modifies,1,1,0
FRMD5,other,2,,2
FRMD6,activates,45,45,0
FRMD6,inhibits,28,28,0
FRMD6,modifies,3,3,0
FRMD6,other,4,,4
FRMD6-AS1,activates,4,4,0
FRMD6-AS1,inhibits,2,2,0
FRMD6-AS1,other,1,,1
FRMD7,activates,7,5,2
FRMD7,binds,1,1,0
FRMD7,inhibits,1,1,0
FRMD7,modifies,1,1,0
FRMD7,other,1,,1
FRMD8,activates,25,23,2
FRMD8,inhibits,16,16,0
FRMD8,other,4,,4
FRMD8P1,inhibits,1,1,0
FRMPD1,activates,6,6,0
FRMPD1,inhibits,13,13,0
FRMPD1,modifies,2,2,0
FRMPD1,other,1,,1
FRMPD2,activates,7,7,0
FRMPD2,inhibits,16,16,0
FRMPD2,modifies,2,2,0
FRMPD2B,activates,1,1,0
FRMPD3,activates,5,5,0
FRMPD3,inhibits,4,4,0
FRMPD3,other,1,,1
FRMPD4,activates,9,9,0
FRMPD4,inhibits,20,20,0
FRMPD4,modifies,1,1,0
FRRS1,activates,9,9,0
FRRS1,inhibits,9,9,0
FRRS1,other,1,,1
FRRS1L,activates,1,1,0
FRRS1L,inhibits,15,15,0
FRRS1L,other,1,,1
FRS2,activates,27,27,0
FRS2,inhibits,20,20,0
FRS2,modifies,2,2,0
FRS2,other,4,,4
FRS3,activates,13,13,0
FRS3,inhibits,6,6,0
FRS3,other,3,,3
FRY,activates,25,25,0
FRY,inhibits,43,43,0
FRY,other,8,,8
FRYL,activates,7,7,0
FRYL,inhibits,17,17,0
FRYL,modifies,1,1,0
FRYL,other,2,,2
FRZB,activates,25,25,0
FRZB,inhibits,33,33,0
FRZB,modifies,1,1,0
FRZB,other,6,,6
FSAF1,activates,12,12,0
FSAF1,binds,1,1,0
FSAF1,inhibits,16,16,0
FSAF1,other,4,,4
FSBP,activates,14,14,0
FSBP,inhibits,8,8,0
FSCB,inhibits,4,4,0
FSCN1,activates,52,52,0
FSCN1,binds,3,3,0
FSCN1,inhibits,38,38,0
FSCN1,modifies,2,2,0
FSCN1,other,10,,10
FSCN2,activates,13,13,0
FSCN2,inhibits,5,5,0
FSCN2,modifies,1,1,0
FSCN2,other,2,,2
FSCN3,activates,4,4,0
FSCN3,inhibits,2,2,0
FSCN3,modifies,1,1,0
FSCN3,other,3,,3
FSD1,activates,20,20,0
FSD1,inhibits,14,14,0
FSD1,modifies,1,1,0
FSD1,other,3,,3
FSD1L,activates,29,27,2
FSD1L,inhibits,36,36,0
FSD1L,other,1,,1
FSD2,activates,2,2,0
FSD2,inhibits,8,8,0
FSHB,activates,58,58,0
FSHB,inhibits,118,113,5
FSHB,modifies,4,4,0
FSHB,other,10,,10
FSHR,activates,14,14,0
FSHR,inhibits,18,18,0
FSHR,modifies,2,2,0
FSHR,other,1,,1
FSIP1,activates,16,16,0
FSIP1,inhibits,6,6,0
FSIP1,other,3,,3
FSIP2,activates,7,7,0
FSIP2,inhibits,7,7,0
FSIP2-AS1,inhibits,1,1,0
FST,activates,70,70,0
FST,binds,1,1,0
FST,inhibits,65,65,0
FST,other,9,,9
FSTL1,activates,39,39,0
FSTL1,inhibits,36,36,0
FSTL1,other,6,,6
FSTL3,activates,39,37,2
FSTL3,inhibits,20,20,0
FSTL3,other,2,,2
FSTL4,activates,11,11,0
FSTL4,inhibits,13,13,0
FSTL4,modifies,2,2,0
FSTL5,activates,19,17,2
FSTL5,inhibits,15,15,0
FSTL5,modifies,1,1,0
FSTL5,other,1,,1
FTCD,activates,14,14,0
FTCD,inhibits,19,19,0
FTCD,modifies,2,1,1
FTCD,other,5,,5
FTCDNL1,activates,4,4,0
FTCDNL1,inhibits,3,3,0
FTH1,activates,176,173,3
FTH1,binds,4,4,0
FTH1,inhibits,174,174,0
FTH1,modifies,1,1,0
FTH1,other,22,,22
FTH1P1,inhibits,1,1,0
FTH1P10,activates,2,2,0
FTH1P10,inhibits,1,1,0
FTH1P11,activates,13,13,0
FTH1P11,inhibits,1,1,0
FTH1P11,other,1,,1
FTH1P12,activates,7,7,0
FTH1P12,inhibits,1,1,0
FTH1P12,other,1,,1
FTH1P15,activates,3,3,0
FTH1P16,activates,7,7,0
FTH1P16,inhibits,2,2,0
FTH1P19,inhibits,2,2,0
FTH1P2,activates,14,14,0
FTH1P2,inhibits,3,3,0
FTH1P2,other,1,,1
FTH1P20,activates,12,12,0
FTH1P20,inhibits,3,3,0
FTH1P20,other,1,,1
FTH1P23,activates,6,6,0
FTH1P25,activates,1,1,0
FTH1P27,activates,1,1,0
FTH1P3,activates,11,11,0
FTH1P3,inhibits,2,2,0
FTH1P3,modifies,1,1,0
FTH1P3,other,2,,2
FTH1P4,activates,1,1,0
FTH1P5,activates,9,9,0
FTH1P5,inhibits,2,2,0
FTH1P5,other,1,,1
FTH1P7,activates,9,9,0
FTH1P7,inhibits,3,3,0
FTH1P7,other,1,,1
FTH1P8,activates,11,11,0
FTH1P8,inhibits,3,3,0
FTH1P8,other,1,,1
FTHL17,activates,14,14,0
FTHL17,inhibits,3,3,0
FTHL17,modifies,1,1,0
FTHL18P,activates,1,1,0
FTL,activates,170,170,0
FTL,binds,3,3,0
FTL,inhibits,65,65,0
FTL,modifies,1,1,0
FTL,other,19,,19
FTL2,activates,1,1,0
FTL2-PS,activates,1,1,0
FTLP10,activates,1,1,0
FTLP10,inhibits,2,2,0
FTLP12,activates,2,2,0
FTLP12,inhibits,1,1,0
FTLP14,activates,1,1,0
FTLP2,activates,6,6,0
FTLP2,inhibits,1,1,0
FTLP2,other,1,,1
FTLP3,activates,8,8,0
FTLP3,other,2,,2
FTLP8,activates,2,2,0
FTMT,activates,9,9,0
FTMT,binds,1,1,0
FTMT,inhibits,16,16,0
FTMT,modifies,1,1,0
FTMT,other,2,,2
FTO,activates,40,40,0
FTO,binds,1,1,0
FTO,inhibits,41,41,0
FTO,modifies,2,2,0
FTO,other,6,,6
FTO-IT1,activates,1,1,0
FTOP1,activates,1,1,0
FTSJ1,activates,18,18,0
FTSJ1,inhibits,17,17,0
FTSJ1,modifies,2,2,0
FTSJ1,other,2,,2
FTSJ3,activates,14,14,0
FTSJ3,binds,1,1,0
FTSJ3,inhibits,21,21,0
FTSJ3,modifies,3,3,0
FTSJ3,other,5,,5
FTX,activates,20,20,0
FTX,inhibits,9,9,0
FTX,modifies,2,2,0
FUBP1,activates,48,48,0
FUBP1,binds,1,1,0
FUBP1,inhibits,43,43,0
FUBP1,modifies,2,2,0
FUBP1,other,8,,8
FUBP3,activates,12,12,0
FUBP3,binds,2,2,0
FUBP3,inhibits,12,12,0
FUBP3,other,3,,3
FUCA1,activates,32,32,0
FUCA1,inhibits,24,24,0
FUCA1,modifies,1,1,0
FUCA1,other,7,,7
FUCA2,activates,10,10,0
FUCA2,inhibits,9,9,0
FUCA2,other,2,,2
FUNDC1,activates,18,18,0
FUNDC1,inhibits,16,16,0
FUNDC1,other,1,,1
FUNDC2,activates,11,11,0
FUNDC2,inhibits,9,9,0
FUNDC2,modifies,1,1,0
FUNDC2,other,1,,1
FUNDC2P2,activates,1,1,0
FUNDC2P2,modifies,1,1,0
FUNDC2P4,activates,1,1,0
FUNDC2P4,inhibits,2,2,0
FUOM,activates,15,15,0
FUOM,inhibits,18,18,0
FUOM,modifies,2,2,0
FUOM,other,4,,4
FURIN,activates,17,17,0
FURIN,inhibits,33,33,0
FURIN,modifies,2,2,0
FURIN,other,6,,6
FUS,activates,39,39,0
FUS,binds,1,1,0
FUS,inhibits,56,56,0
FUS,modifies,6,6,0
FUS,other,6,,6
FUT1,activates,23,23,0
FUT1,inhibits,13,13,0
FUT1,other,4,,4
FUT2,activates,8,8,0
FUT2,inhibits,3,3,0
FUT2,modifies,1,1,0
FUT2,other,1,,1
FUT3,activates,21,21,0
FUT3,inhibits,19,19,0
FUT3,modifies,1,,1
FUT3,other,1,,1
FUT4,activates,28,28,0
FUT4,inhibits,24,24,0
FUT4,modifies,1,1,0
FUT4,other,2,,2
FUT5,activates,5,5,0
FUT5,inhibits,6,6,0
FUT5,other,1,,1
FUT6,activates,6,6,0
FUT6,inhibits,15,15,0
FUT6,modifies,1,1,0
FUT6,other,2,,2
FUT7,activates,9,5,4
FUT7,inhibits,9,9,0
FUT7,other,2,,2
FUT8,activates,20,20,0
FUT8,inhibits,56,56,0
FUT8,modifies,1,1,0
FUT8,other,9,,9
FUT8-AS1,activates,5,5,0
FUT8-AS1,inhibits,15,15,0
FUT8-AS1,other,1,,1
FUT9,activates,11,11,0
FUT9,inhibits,17,17,0
FUT9,modifies,1,1,0
FUT9,other,1,,1
FUZ,activates,13,13,0
FUZ,inhibits,10,10,0
FUZ,modifies,1,,1
FUZ,other,3,,3
FXN,activates,29,29,0
FXN,binds,1,1,0
FXN,inhibits,26,26,0
FXN,modifies,1,1,0
FXN,other,13,,13
FXR1,activates,29,29,0
FXR1,binds,1,1,0
FXR1,inhibits,31,31,0
FXR1,modifies,4,4,0
FXR1,other,5,,5
FXR2,activates,20,20,0
FXR2,binds,1,1,0
FXR2,inhibits,10,10,0
FXR2,modifies,1,1,0
FXR2,other,4,,4
FXYD1,activates,9,9,0
FXYD1,inhibits,20,20,0
FXYD1,other,4,,4
FXYD2,activates,17,17,0
FXYD2,inhibits,19,19,0
FXYD2,modifies,2,2,0
FXYD2,other,4,,4
FXYD3,activates,30,30,0
FXYD3,inhibits,16,14,2
FXYD3,modifies,1,1,0
FXYD3,other,2,,2
FXYD4,activates,2,2,0
FXYD4,inhibits,3,3,0
FXYD4,modifies,1,1,0
FXYD5,activates,49,49,0
FXYD5,inhibits,8,8,0
FXYD5,other,6,,6
FXYD6,activates,14,12,2
FXYD6,inhibits,17,17,0
FXYD6,modifies,2,2,0
FXYD6,other,7,,7
FXYD7,activates,16,16,0
FXYD7,inhibits,4,4,0
FXYD7,modifies,1,1,0
FXYD7,other,1,,1
FYB1,activates,18,16,2
FYB1,inhibits,32,32,0
FYB1,modifies,2,2,0
FYB1,other,3,,3
FYB2,activates,10,10,0
FYB2,inhibits,25,25,0
FYB2,modifies,1,1,0
FYB2,other,1,,1
FYCO1,activates,20,20,0
FYCO1,inhibits,29,29,0
FYCO1,modifies,1,1,0
FYCO1,other,2,,2
FYN,activates,75,75,0
FYN,binds,2,2,0
FYN,inhibits,74,74,0
FYN,modifies,7,7,0
FYN,other,12,,12
FYTTD1,activates,12,10,2
FYTTD1,binds,1,1,0
FYTTD1,inhibits,12,12,0
FYTTD1,modifies,3,3,0
FYTTD1,other,5,,5
FYTTD1P1,activates,1,1,0
FYTTD1P1,inhibits,2,2,0
FZD1,activates,28,26,2
FZD1,binds,2,,2
FZD1,inhibits,32,32,0
FZD1,modifies,1,1,0
FZD1,other,1,,1
FZD10,activates,25,25,0
FZD10,binds,2,,2
FZD10,inhibits,20,20,0
FZD10,other,1,,1
FZD10-AS1,activates,1,1,0
FZD10-AS1,inhibits,1,1,0
FZD10-AS1,other,1,,1
FZD2,activates,25,23,2
FZD2,inhibits,61,61,0
FZD2,other,10,,10
FZD3,activates,23,23,0
FZD3,inhibits,33,33,0
FZD3,modifies,1,1,0
FZD3,other,4,,4
FZD4,activates,19,17,2
FZD4,inhibits,35,33,2
FZD4,other,7,,7
FZD4-DT,activates,1,1,0
FZD4-DT,inhibits,1,1,0
FZD5,activates,35,35,0
FZD5,inhibits,29,29,0
FZD5,modifies,1,1,0
FZD5,other,5,,5
FZD6,activates,19,19,0
FZD6,inhibits,23,23,0
FZD6,modifies,1,1,0
FZD6,other,8,,8
FZD7,activates,45,45,0
FZD7,inhibits,34,34,0
FZD7,other,8,,8
FZD8,activates,25,25,0
FZD8,inhibits,24,24,0
FZD8,other,3,,3
FZD9,activates,37,37,0
FZD9,inhibits,45,45,0
FZD9,modifies,1,1,0
FZD9,other,5,,5
FZR1,activates,353,345,8
FZR1,binds,1,1,0
FZR1,inhibits,566,562,4
FZR1,modifies,18,15,3
FZR1,other,53,,53
G0S2,activates,89,85,4
G0S2,inhibits,49,47,2
G0S2,modifies,2,2,0
G0S2,other,19,,19
G2E3,activates,18,18,0
G2E3,inhibits,43,43,0
G2E3,other,3,,3
G3BP1,activates,41,39,2
G3BP1,binds,3,3,0
G3BP1,inhibits,58,58,0
G3BP1,modifies,3,3,0
G3BP1,other,6,,6
G3BP2,activates,23,23,0
G3BP2,binds,1,1,0
G3BP2,inhibits,26,26,0
G3BP2,modifies,2,2,0
G3BP2,other,4,,4
G6PC1,activates,33,33,0
G6PC1,binds,1,1,0
G6PC1,inhibits,98,98,0
G6PC1,other,9,,9
G6PC2,activates,8,8,0
G6PC2,modifies,1,1,0
G6PC3,activates,15,15,0
G6PC3,inhibits,21,21,0
G6PC3,modifies,1,1,0
G6PC3,other,1,,1
G6PD,activates,125,125,0
G6PD,binds,5,5,0
G6PD,inhibits,91,91,0
G6PD,modifies,6,6,0
G6PD,other,15,,15
GAA,activates,42,42,0
GAA,inhibits,23,23,0
GAA,modifies,1,1,0
GAA,other,5,,5
GAB1,activates,21,19,2
GAB1,inhibits,35,35,0
GAB1,modifies,2,2,0
GAB1,other,6,,6
GAB2,activates,31,29,2
GAB2,inhibits,20,20,0
GAB2,modifies,2,2,0
GAB2,other,10,,10
GAB3,activates,15,15,0
GAB3,inhibits,11,11,0
GAB3,modifies,1,1,0
GAB4,activates,1,1,0
GAB4,modifies,1,1,0
GABARAP,activates,19,19,0
GABARAP,inhibits,10,10,0
GABARAP,other,2,,2
GABARAPL1,activates,72,70,2
GABARAPL1,inhibits,14,14,0
GABARAPL1,other,7,,7
GABARAPL2,activates,31,31,0
GABARAPL2,inhibits,5,5,0
GABARAPL2,other,3,,3
GABARAPL3,activates,10,10,0
GABARAPL3,modifies,1,1,0
GABBR1,activates,32,32,0
GABBR1,inhibits,42,42,0
GABBR1,modifies,3,3,0
GABBR1,other,3,,3
GABBR2,activates,46,45,1
GABBR2,inhibits,34,34,0
GABBR2,modifies,2,2,0
GABBR2,other,4,,4
GABPA,activates,25,25,0
GABPA,inhibits,23,23,0
GABPA,modifies,1,1,0
GABPA,other,3,,3
GABPAP,activates,29,29,0
GABPAP,inhibits,21,21,0
GABPAP,other,4,,4
GABPB1,activates,45,45,0
GABPB1,inhibits,29,29,0
GABPB1,other,7,,7
GABPB1-AS1,activates,4,4,0
GABPB1-AS1,inhibits,4,4,0
GABPB1-AS1,other,3,,3
GABPB1-IT1,activates,1,1,0
GABPB1-IT1,inhibits,2,2,0
GABPB2,activates,21,21,0
GABPB2,inhibits,9,9,0
GABPB2,other,3,,3
GABRA1,activates,86,86,0
GABRA1,binds,12,12,0
GABRA1,inhibits,68,68,0
GABRA1,modifies,3,3,0
GABRA1,other,1,,1
GABRA2,activates,39,39,0
GABRA2,binds,2,2,0
GABRA2,inhibits,25,25,0
GABRA2,modifies,1,1,0
GABRA2,other,4,,4
GABRA3,activates,11,11,0
GABRA3,binds,1,1,0
GABRA3,inhibits,8,8,0
GABRA3,modifies,1,1,0
GABRA4,activates,14,12,2
GABRA4,inhibits,16,16,0
GABRA4,other,1,,1
GABRA5,activates,29,29,0
GABRA5,binds,1,1,0
GABRA5,inhibits,17,17,0
GABRA5,modifies,3,3,0
GABRA5,other,3,,3
GABRA6,activates,21,21,0
GABRA6,binds,1,1,0
GABRA6,inhibits,14,14,0
GABRA6,other,3,,3
GABRB1,activates,39,39,0
GABRB1,binds,4,4,0
GABRB1,inhibits,16,16,0
GABRB1,modifies,3,3,0
GABRB1,other,2,,2
GABRB2,activates,63,63,0
GABRB2,binds,6,6,0
